ID,Enrollment_status,Age_at_enrollment_years,Age_current_years,Sex,Age_at_gonadectomy_categorical,Region_of_residence,Body_condition_categorical,Primary_endpoint,Primary_endpoint_diagnosis_tier,Age_at_primary_endpoint_diagnosis_years,Age_at_death_or_ltf_years,Cause_of_death_cancer_yes_no,Total_follow_up_time_years,Necropsy_performed_yes_no
grls1XTYP999,LTF,1.51,3.88,Male Neutered,2 - 5 yrs,Midwest,Underweight,,,,3.88,,3.88,
grlsMGE5UI55,Enrolled,1.97,9.36,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,9.36,
grls3PGST4EE,Enrolled Deceased,1.99,5.98,Male Neutered,1 - 2 yrs,Northeast,Overweight,Lymphoma,1,3.12,5.98,0,5.98,No
grlsW9HGMLTT,Enrolled,1.2,8.34,Female Spayed,<= 6 mo,Northeast,Normal,,,,,,8.34,
grlsSXQXGEZZ,Enrolled,1.13,9.06,Female Spayed,6 mo - 1 yr,Midwest,,,,,,,9.06,
grlsKLOJK533,Enrolled,1.02,8.55,Female Spayed,>5 yrs,Mountain,,,,,,,8.55,
grlsB0XV4P22,Enrolled,0.97,8.69,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,8.69,
grlsYB467444,LTF,0.83,3.26,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,3.26,,3.26,
grlsX2WEMWZZ,Enrolled,2.1,9.78,Male Neutered,>5 yrs,Pacific,Normal,,,,,,9.78,
grlsVVS6IGGG,Enrolled,1.25,8.93,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,8.93,
grls39GQY988,Enrolled,1.26,8.62,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,8.62,
grlsYOGRGNWW,Enrolled,0.68,8.45,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,8.45,
grlsBMZY1XAA,Enrolled,2.18,9.87,Female Spayed,<= 6 mo,South,Overweight,,,,,,9.87,
grlsM48OPWGG,Enrolled,1.71,9.59,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,9.59,
grlsEZU6HFFF,Enrolled,1.17,9.05,Female Spayed,<= 6 mo,South,Normal,,,,,,9.05,
grls7SGHM4RR,Enrolled,2.35,9.73,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,9.73,
grlsXB4UPRHH,Enrolled,1.11,8.63,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,8.63,
grls3PH06YZZ,Enrolled Deceased,0.65,2.33,Male Intact,Intact,Northeast,Normal,,,,2.33,0,2.33,No
grls9N2ICIOO,Enrolled,2,8.45,Male Intact,Intact,South,Normal,,,,,,8.45,
grls6W6FNLOO,Enrolled Deceased,1.68,5.93,Female Spayed,1 - 2 yrs,Northeast,Overweight,Lymphoma,1,5.92,5.93,1,5.93,Yes
grlsUMMLKSBB,LTF,3.25,4.27,Male Intact,Intact,South,Normal,,,,4.27,,4.27,
grls0449M0EE,LTF,1.65,2.68,Male Intact,Intact,South,Normal,,,,2.68,,2.68,
grlsWK8OZUVV,Enrolled,0.56,8.24,Female Intact,Intact,Northeast,Normal,,,,,,8.24,
grlsT6UHNIAA,LTF,2.07,3.19,Female Spayed,<= 6 mo,Pacific,Overweight,,,,3.19,,3.19,
grlsP72QJKJJ,Enrolled,1.45,9.3,Male Neutered,>5 yrs,Pacific,Overweight,,,,,,9.3,
grlsFDNR7RVV,LTF,0.83,3.68,Male Neutered,6 mo - 1 yr,South,Normal,,,,3.68,,3.68,
grls4SW9ND66,LTF,1.73,3.74,Female Intact,Intact,Midwest,Overweight,,,,3.74,,3.74,
grlsCA7P8U44,Enrolled,0.57,8.22,Female Spayed,<= 6 mo,Mountain,Normal,,,,,,8.22,
grls8W1UIJYY,Enrolled,1.6,9.39,Female Spayed,<= 6 mo,South,Overweight,,,,,,9.39,
grls94I26B88,Enrolled,1,8.88,Male Neutered,>5 yrs,Mountain,Overweight,,,,,,8.88,
grlsVY18Q2MM,Enrolled,0.63,8.31,Male Neutered,<= 6 mo,Northeast,Normal,,,,,,8.31,
grls57OM3AA,Enrolled,1.8,8.38,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.38,
grlsOWCSHMYY,Enrolled,1.75,8.79,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,8.79,
grls0WE9G899,Enrolled,1.18,8.92,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.92,
grlsFCNSH9CC,Enrolled,2.01,9.33,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,9.33,
grlsXATQKQLL,Enrolled,1.61,8.49,Male Intact,Intact,Pacific,Overweight,,,,,,8.49,
grlsN8M0UZOO,Enrolled,1.63,9.06,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,9.06,
grls9SYVLVAA,Enrolled,0.77,8.49,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,8.49,
grlsFURN9XVV,Enrolled,0.67,8.48,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,8.48,
grlsYVZRBDQQ,Enrolled,2.02,9.79,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,9.79,
grlsTT3XZ0LL,Enrolled,2.05,9.88,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,,,9.88,
grlsCQ626MAA,Enrolled,1.01,8.78,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,8.78,
grlsBVV6100,LTF,2.12,2.1,Male Intact,Intact,South,Normal,,,,2.1,,2.1,
grlsNZR98O55,Enrolled,2.69,10.45,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,10.45,
grls41KXYJXX,Enrolled,1.03,8.88,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.88,
grlsST4GOFF,Enrolled,0.72,8.17,Female Intact,Intact,Midwest,Overweight,,,,,,8.17,
grls4BWUAF88,Enrolled,1.88,9.78,Female Intact,Intact,Northeast,Normal,,,,,,9.78,
grlsSLSG4CKK,Enrolled,0.61,8.4,Male Neutered,2 - 5 yrs,Pacific,Overweight,,,,,,8.4,
grlsNHFVIJ33,Enrolled,1.39,9.22,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,9.22,
grls7I9S01RR,Enrolled Deceased,2,8.07,Female Spayed,2 - 5 yrs,Midwest,Overweight,Lymphoma,1,8.07,8.07,1,8.07,Yes
grlsX1PJY0WW,Enrolled Deceased,0.61,7.29,Male Neutered,1 - 2 yrs,Pacific,Obese,Hemangiosarcoma,1,7.29,7.29,1,7.29,No
grlsMOCF0544,Enrolled,1.94,9.74,Male Neutered,1 - 2 yrs,Pacific,Normal,Lymphoma,1,9.55,,,9.74,
grls7VM38I99,LTF,1.35,3.31,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,3.31,,3.31,
grlsW375BZWW,Enrolled,1.05,8.25,Female Spayed,1 - 2 yrs,South,,,,,,,8.25,
grlsI4RK7W55,Enrolled Deceased,1.38,8.07,Female Spayed,1 - 2 yrs,Mountain,Normal,Hemangiosarcoma,2,8.07,8.07,1,8.07,No
grlsVK0CH77,Enrolled,0.59,8.23,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,8.23,
grlsGH5T4A55,Enrolled,0.63,7.98,Female Spayed,1 - 2 yrs,South,,,,,,,7.98,
grls6JBFIH66,Enrolled,0.58,8.07,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,8.07,
grlsFR455OOO,Enrolled,1.02,8.1,Female Spayed,>5 yrs,Northeast,Normal,,,,,,8.1,
grlsDEDRORVV,Enrolled,0.62,8.17,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.17,
grlsOJ8KLP22,Enrolled,0.72,8.24,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.24,
grls5BABNOXX,Enrolled,1.31,8.16,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.16,
grlsTQNQCBOO,Enrolled,1.16,8.15,Female Intact,Intact,Northeast,Normal,,,,,,8.15,
grlsDZ8RNWMM,Enrolled,0.57,8.07,Male Neutered,>5 yrs,Mountain,Normal,,,,,,8.07,
grls2IKW1P88,Enrolled,1.32,8.78,Female Spayed,<= 6 mo,South,Normal,,,,,,8.78,
grls23J9GHOO,Enrolled,1.62,8.07,Female Intact,Intact,Mountain,,,,,,,8.07,
grlsF6B6A5NN,LTF,2.28,4.31,Male Intact,Intact,Pacific,Normal,,,,4.31,,4.31,
grls109PNIYY,Enrolled,0.59,8.05,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,8.05,
grlsF87XXUNN,Enrolled,1.35,8.07,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.07,
grlsDOVQ9OJJ,Enrolled,0.84,8.53,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.53,
grlsH8B3X944,Enrolled Deceased,1.96,8.65,Male Intact,Intact,Mountain,Normal,Lymphoma,1,7.84,8.65,1,8.65,No
grlsSXRBB9KK,LTF,1.4,3.86,Male Intact,Intact,Northeast,Normal,,,,3.86,,3.86,
grls4FR04L00,Enrolled,1.14,8.09,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,8.09,
grlsCLYGX6JJ,LTF,0.84,2.73,Female Spayed,<= 6 mo,Mountain,Normal,,,,2.73,,2.73,
grlsGPYURPII,Enrolled,0.93,8.3,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,8.3,
grlsB2WWOB55,Enrolled,0.68,8.42,Female Spayed,<= 6 mo,South,Obese,,,,,,8.42,
grlsTZYEA7YY,Enrolled,2.05,9.86,Male Intact,Intact,Midwest,Overweight,,,,,,9.86,
grlsOAMNHF88,LTF,0.57,2.52,Male Intact,Intact,South,Normal,,,,2.52,,2.52,
grlsJ8YI4W22,Enrolled,2.2,8.48,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.48,
grlsIC0ZIROO,Enrolled,0.64,8.42,Male Intact,Intact,South,Normal,,,,,,8.42,
grlsRLC7RDEE,Enrolled,0.83,8.15,Male Intact,Intact,South,Normal,,,,,,8.15,
grlsKX7MJSS,Enrolled,1.02,8.72,Male Neutered,2 - 5 yrs,South,Overweight,,,,,,8.72,
grlsP64OVHBB,LTF,0.78,0.77,Female Spayed,<= 6 mo,Mountain,Normal,,,,0.77,,0.77,
grlsVNUD5NN,Enrolled,0.96,8.23,Female Spayed,1 - 2 yrs,Pacific,,,,,,,8.23,
grls39MGA8BB,Enrolled,0.55,8.06,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,8.06,
grlsFZ89N7KK,Enrolled,1.82,9.2,Female Spayed,>5 yrs,Pacific,,,,,,,9.2,
grlsEOQD1JJ,Enrolled,2.07,9.57,Female Intact,Intact,South,Overweight,,,,,,9.57,
grlsNVXS7MM,Enrolled,0.83,8.51,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,8.51,
grlsJ04CMUEE,Enrolled,1.46,9.14,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,,,9.14,
grlsZ7OXSYCC,Enrolled,0.72,8.06,Male Neutered,>5 yrs,South,Overweight,,,,,,8.06,
grls4682PDD,Enrolled Deceased,0.8,1.72,Male Intact,Intact,South,Normal,Lymphoma,1,1.72,1.72,1,1.72,Yes
grlsY3ZGDILL,Enrolled,1.15,8.92,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.92,
grls1QLT9MBB,Enrolled,0.9,8.1,Female Intact,Intact,Northeast,Normal,,,,,,8.1,
grlsWWV4VKLL,Enrolled,0.59,8.15,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.15,
grls0D3MFXFF,Enrolled,1.05,7.99,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,7.99,
grlsWYYDW7TT,Enrolled,2.06,8.62,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,8.62,
grlsAW2B2ESS,Enrolled Deceased,2.06,8.63,Male Neutered,1 - 2 yrs,South,Normal,Hemangiosarcoma,1,8.29,8.63,1,8.63,Yes
grlsCN613SAA,Enrolled,1.88,9.63,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,9.63,
grls4WDUC3II,LTF,0.77,2.68,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,2.68,,2.68,
grlsPSGX9B77,Enrolled Deceased,1.48,8.52,Male Neutered,1 - 2 yrs,South,Overweight,Hemangiosarcoma,3,8.52,8.52,1,8.52,No
grlsHTX9MBB,LTF,1.16,1.01,Male Intact,Intact,South,Overweight,,,,1.01,,1.01,
grls48I8E0VV,Enrolled,2.35,9.08,Female Spayed,>5 yrs,Mountain,Normal,,,,,,9.08,
grlsJJ3LZ2HH,Enrolled,1.26,9,Male Neutered,2 - 5 yrs,Pacific,Normal,,,,,,9,
grlsWXSJR1NN,Enrolled,1.22,8.59,Male Neutered,1 - 2 yrs,Northeast,Underweight,,,,,,8.59,
grls9UBFUUCC,Enrolled,1.97,9.62,Male Neutered,>5 yrs,Midwest,Normal,,,,,,9.62,
grlsV09LY811,Enrolled Deceased,1.79,8.11,Male Neutered,<= 6 mo,Midwest,Normal,,,,8.11,0,8.11,Yes
grlsXA0BK733,Enrolled,0.56,8,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8,
grls1GIDJ588,Enrolled,1.84,8.84,Male Intact,Intact,Northeast,Normal,,,,,,8.84,
grlsKN18HQ44,Enrolled,0.77,8.11,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.11,
grls18SJ0XMM,Enrolled,0.92,8.25,Male Intact,Intact,South,Normal,,,,,,8.25,
grlsCP8RNDBB,Enrolled,0.65,8.36,Male Intact,Intact,Northeast,Normal,,,,,,8.36,
grlsEL3TT6JJ,Enrolled Deceased,1.31,8.05,Female Spayed,6 mo - 1 yr,South,Overweight,,,,8.05,1,8.05,No
grlsLOQKSV,Enrolled,0.66,8.42,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,8.42,
grls2JIWZ3TT,Enrolled,0.82,8.07,Male Intact,Intact,Midwest,Normal,,,,,,8.07,
grls32DCESEE,Enrolled Deceased,0.67,5.2,Female Intact,Intact,Midwest,Normal,,,,5.2,1,5.2,Yes
grlsDNZUWFEE,Enrolled,1.06,8.61,Female Spayed,6 mo - 1 yr,Pacific,Obese,,,,,,8.61,
grlsVEEV7PYY,LTF,0.55,1.61,Male Intact,Intact,South,Overweight,,,,1.61,,1.61,
grls5RGYBXYY,Enrolled,0.77,8.17,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,8.17,
grlsOG8HTSRR,Enrolled,1.65,8.62,Female Spayed,<= 6 mo,Mountain,,,,,,,8.62,
grlsB9UB6ZEE,Enrolled,2.03,9.08,Female Spayed,<= 6 mo,Midwest,,,,,,,9.08,
grlsK7SQKOAA,Enrolled,0.67,8.16,Female Spayed,1 - 2 yrs,Midwest,Overweight,,,,,,8.16,
grlsXALOSOZZ,Enrolled,1.32,8.99,Male Neutered,2 - 5 yrs,Midwest,Overweight,,,,,,8.99,
grlsTUZ8SN00,Enrolled,1.2,8.01,Female Intact,Intact,South,Normal,,,,,,8.01,
grlsFU3W5C33,Enrolled,0.62,8.28,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.28,
grlsQZUDGZ44,Enrolled,1.87,8.57,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,8.57,
grls0V9DN9FF,Enrolled,1.78,8.73,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.73,
grls3HCLZLYY,Enrolled,0.74,8.2,Male Intact,Intact,Mountain,Normal,,,,,,8.2,
grlsDUFB6REE,Enrolled,0.64,8.08,Female Spayed,>5 yrs,Mountain,Normal,,,,,,8.08,
grlsT1SJRZOO,Enrolled,1.54,8.91,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,8.91,
grls4ECUQR11,Enrolled Deceased,1.95,7.3,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,7.3,1,7.3,Yes
grlsIHEGXMVV,Enrolled Deceased,0.85,7.88,Male Neutered,1 - 2 yrs,South,Normal,Hemangiosarcoma,1,7.88,7.88,1,7.88,Yes
grlsP8D4P7FF,Enrolled,2,8.88,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.88,
grls178QAA,Enrolled,0.96,7.95,Male Intact,Intact,Northeast,Normal,,,,,,7.95,
grlsZEZIUU99,Enrolled,1.29,8.68,Female Spayed,<= 6 mo,South,Overweight,Lymphoma,1,8.52,,,8.68,
grls42CMLJ33,Enrolled,0.68,8.39,Female Spayed,2 - 5 yrs,Midwest,Normal,,,,,,8.39,
grlsY17QWFEE,Enrolled,1.94,9.09,Female Spayed,<= 6 mo,South,,,,,,,9.09,
grls9XYTDPPP,Enrolled,1.46,9.15,Male Intact,Intact,South,Overweight,,,,,,9.15,
grlsQT1HDJPP,Enrolled,1.72,8.1,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.1,
grls05BPCYNN,Enrolled,1.73,9.34,Female Spayed,2 - 5 yrs,South,Normal,,,,,,9.34,
grlsZ98DSXLL,Enrolled,0.57,8.08,Female Spayed,<= 6 mo,South,Normal,,,,,,8.08,
grlsM6DVEOJJ,Enrolled,1.26,7.95,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.95,
grlsYBCRTMQQ,Enrolled,0.72,7.95,Male Intact,Intact,Northeast,Normal,,,,,,7.95,
grls3D2HW755,LTF,0.81,2.78,Female Spayed,6 mo - 1 yr,South,Overweight,,,,2.78,,2.78,
grls4Q3HPJJJ,Enrolled,0.63,8.18,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,8.18,
grlsYZBOJSS,Enrolled,0.74,8,Female Spayed,>5 yrs,South,Normal,,,,,,8,
grlsPR3NYY,Enrolled,1.12,8.44,Male Neutered,2 - 5 yrs,South,Normal,,,,,,8.44,
grlsGJUFN7II,Enrolled,1.54,9.2,Male Neutered,<= 6 mo,South,Normal,,,,,,9.2,
grlsSOJUWZOO,Enrolled Deceased,1.05,6.62,Male Intact,Intact,South,Normal,Hemangiosarcoma,1,6.62,6.62,1,6.62,Yes
grlsW10MD0NN,Enrolled Deceased,1.65,7.91,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,7.91,1,7.91,Yes
grls0HAV8G99,Enrolled,1.96,8.82,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.82,
grlsEI1W4ZQQ,Enrolled,0.81,8.15,Female Spayed,6 mo - 1 yr,Northeast,,,,,,,8.15,
grls0NOGYCWW,Enrolled,0.56,8,Male Neutered,2 - 5 yrs,South,Normal,,,,,,8,
grlsNS7M96XX,LTF,1.41,2.74,Female Intact,Intact,Northeast,Normal,,,,2.74,,2.74,
grls49XJC355,Enrolled,0.59,8.25,Male Intact,Intact,South,Normal,,,,,,8.25,
grlsFO5R9P88,Enrolled,0.6,7.93,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.93,
grlsLE6Y7BPP,Enrolled Deceased,1.77,5.16,Female Spayed,2 - 5 yrs,South,Normal,Lymphoma,1,5.16,5.16,1,5.16,Yes
grlsI72KCXWW,Enrolled,0.99,8.61,Female Intact,Intact,Midwest,Normal,,,,,,8.61,
grlsDWY71G00,Enrolled,1.3,8.88,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.88,
grlsWNCB12KK,Enrolled,0.74,8.02,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,8.02,
grlsISL52BII,Enrolled,0.67,7.92,Female Spayed,>5 yrs,Midwest,Normal,,,,,,7.92,
grlsYMC2WERR,Enrolled,1.34,7.79,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,7.79,
grls106R1MGG,Enrolled,0.88,8.57,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.57,
grlsD62ORCYY,Enrolled,1.33,8.67,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.67,
grlsLX1TK8RR,Enrolled,1.42,8.24,Male Intact,Intact,Northeast,Overweight,,,,,,8.24,
grlsHK07NZ11,Enrolled,2.11,9.24,Male Neutered,1 - 2 yrs,South,Obese,Hemangiosarcoma,1,7.99,,,9.24,
grlsPJGEUQSS,Enrolled Deceased,2.14,2.93,Female Spayed,6 mo - 1 yr,South,Normal,,,,2.93,0,2.93,No
grlsM2CKJCVV,Enrolled,2,9.66,Male Intact,Intact,Midwest,Normal,,,,,,9.66,
grls49TGWMEE,Enrolled,1.08,8.26,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,8.26,
grls2DOJIG44,Enrolled Deceased,0.95,3.34,Female Intact,Intact,Midwest,Normal,,,,3.34,0,3.34,Yes
grls2VKC6477,Enrolled,1.33,7.99,Female Intact,Intact,South,Normal,,,,,,7.99,
grlsEC1UTZ11,Enrolled,1.58,8.02,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.02,
grlsG12H8UBB,Enrolled,1.27,8.91,Male Intact,Intact,Pacific,Normal,,,,,,8.91,
grls365KZSUU,Enrolled,2.05,9.61,Male Neutered,6 mo - 1 yr,Pacific,Normal,MCT,3,9.34,,,9.61,
grlsPTU92KK,LTF,1.73,1.71,Female Intact,Intact,Midwest,Normal,,,,1.71,,1.71,
grlsJ14DLTFF,LTF,0.83,3.85,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,3.85,,3.85,
grls5B72AE22,Enrolled,2.06,9.74,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,,,9.74,
grlsQIDG6VLL,LTF,0.84,4.9,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,4.9,,4.9,
grls3LH13433,Enrolled Deceased,1.13,7.12,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,7.12,0,7.12,No
grls4J0S3OPP,LTF,1.64,2.56,Female Spayed,2 - 5 yrs,Midwest,Normal,,,,2.56,,2.56,
grlsDUX7BEHH,Enrolled,1,8.56,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,8.56,
grlsTYR5PO55,Enrolled,1.77,9.36,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,9.36,
grlsJGWHBXMM,Enrolled Deceased,1.92,8.41,Male Neutered,<= 6 mo,South,Normal,Hemangiosarcoma,3,8.41,8.41,1,8.41,No
grlsB6SJJMNN,Enrolled,1.5,8.99,Female Spayed,2 - 5 yrs,Northeast,,,,,,,8.99,
grlsCS2D2W88,Enrolled,1.4,7.97,Male Neutered,6 mo - 1 yr,Midwest,Obese,,,,,,7.97,
grls3RTA1QFF,Enrolled,0.55,7.92,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,7.92,
grlsKF3PSOSS,LTF,2.05,5.94,Female Spayed,6 mo - 1 yr,South,Overweight,,,,5.94,,5.94,
grlsSYFLK1II,Enrolled Deceased,0.84,8.01,Female Spayed,6 mo - 1 yr,South,Normal,,,,8.01,1,8.01,Yes
grls4ZRDNK66,Enrolled,0.71,8.13,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,8.13,
grls03L3L1FF,LTF,0.61,1.63,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,1.63,,1.63,
grlsU02GKYQQ,Enrolled Deceased,1.94,4.2,Female Spayed,1 - 2 yrs,South,Normal,MCT,1,4.2,4.2,1,4.2,Yes
grlsHAFZQZSS,Enrolled,0.69,8.31,Male Neutered,<= 6 mo,Midwest,Overweight,,,,,,8.31,
grlsQS90QGZZ,Enrolled,2.25,9.65,Female Spayed,6 mo - 1 yr,Midwest,,,,,,,9.65,
grls3K8L4QEE,Enrolled,0.85,7.9,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.9,
grlsS88B2QWW,Enrolled,1.53,8.89,Male Neutered,6 mo - 1 yr,South,,,,,,,8.89,
grlsYG3VKR00,Enrolled,0.9,8.18,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,8.18,
grlsAXYZ0M33,LTF,2.53,3.48,Female Intact,Intact,South,Normal,,,,3.48,,3.48,
grlsOHMRFTVV,Enrolled,1.19,8.04,Male Neutered,2 - 5 yrs,South,Normal,,,,,,8.04,
grlsV8H8L0DD,Enrolled,2.02,9.32,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,9.32,
grls67WPRHYY,Enrolled,1.91,8.44,Male Intact,Intact,South,Normal,,,,,,8.44,
grls12ZDDU,Enrolled Deceased,2.11,5.35,Male Neutered,6 mo - 1 yr,South,Overweight,,,,5.35,1,5.35,Yes
grlsBLM92T99,Enrolled,0.63,7.68,Male Neutered,6 mo - 1 yr,Midwest,Underweight,,,,,,7.68,
grlsR0384BJJ,LTF,0.99,2.03,Male Intact,Intact,South,Normal,,,,2.03,,2.03,
grlsPQM65O88,Enrolled,0.6,8.25,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.25,
grls3ZQTDJ11,Enrolled,0.78,8.31,Male Intact,Intact,Midwest,Normal,,,,,,8.31,
grlsE08DY6PP,Enrolled,1.01,7.94,Female Spayed,<= 6 mo,South,Overweight,,,,,,7.94,
grlsTFDXIW55,Enrolled,0.64,8.31,Female Spayed,<= 6 mo,Northeast,Overweight,,,,,,8.31,
grlsYSOOJWSS,LTF,0.54,1.58,Female Intact,Intact,Northeast,Normal,,,,1.58,,1.58,
grlsF9GY3088,Enrolled,1.46,9.11,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,9.11,
grlsAG8H4W88,Enrolled,1.94,9.61,Female Spayed,<= 6 mo,South,Normal,,,,,,9.61,
grlsAQQ3B7GG,Enrolled,1.05,8.39,Male Intact,Intact,South,Normal,,,,,,8.39,
grlsF2UFEXHH,Enrolled,1.95,8.84,Male Neutered,1 - 2 yrs,South,Normal,,,,,,8.84,
grlsDIFKQ033,Enrolled Deceased,1.78,5.71,Male Neutered,2 - 5 yrs,Mountain,Normal,Osteosarcoma,1,5.58,5.71,0,5.71,Yes
grlsCLMHKLXX,Enrolled,1.41,8.04,Female Spayed,>5 yrs,Mountain,Normal,,,,,,8.04,
grlsZQZ5W8YY,Enrolled,0.85,8.06,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,8.06,
grls5FQQCVEE,Enrolled,0.58,7.88,Male Intact,Intact,South,Overweight,,,,,,7.88,
grlsF7XPY7CC,Enrolled,1.33,8.8,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.8,
grlsRTKBF366,Enrolled,1.18,8.55,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,8.55,
grlsMH6Q1UZZ,Enrolled Deceased,1.07,3.79,Female Intact,Intact,Northeast,Overweight,,,,3.79,0,3.79,Yes
grlsEQIOW0DD,Enrolled,1.34,8.96,Male Neutered,<= 6 mo,Mountain,Overweight,,,,,,8.96,
grlsFPN14Q00,Enrolled Deceased,1.89,5.71,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,5.71,0,5.71,No
grlsU4RTY4CC,Enrolled Deceased,1.03,4.71,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,4.71,1,4.71,Yes
grls68HCCD,LTF,1.52,1.45,Male Intact,Intact,Pacific,Normal,,,,1.45,,1.45,
grls9TCORNYY,Enrolled Deceased,2.01,7.33,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,7.33,0,7.33,Yes
grlsBYFRP0BB,Enrolled,1.35,8.3,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.3,
grlsET2DGV11,Enrolled,1.49,7.88,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,7.88,
grls4JXNLFRR,Enrolled,2.02,8.34,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,8.34,
grlsF8OY8Z77,Enrolled,1.77,9.39,Male Intact,Intact,South,,,,,,,9.39,
grls73WC42UU,Enrolled,2.04,9.3,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,,,9.3,
